,time,gFx,gFy,gFz,TgF,Actividad,Nombre,Telefono
1725,8.666039,-0.0968,0.9716,0.2259,1.002,Standing,JBGG,Oppo
1726,8.671098,-0.0947,0.9736,0.2269,1.004,Standing,JBGG,Oppo
1727,8.67861,-0.0944,0.9689,0.2264,0.999,Standing,JBGG,Oppo
1728,8.681061,-0.0956,0.9682,0.2308,1.0,Standing,JBGG,Oppo
1729,8.686149,-0.0935,0.9711,0.2301,1.002,Standing,JBGG,Oppo
1730,8.691288,-0.0986,0.9733,0.232,1.005,Standing,JBGG,Oppo
1731,8.696214,-0.0991,0.976,0.2276,1.007,Standing,JBGG,Oppo
1732,8.701075,-0.0959,0.9711,0.2318,1.003,Standing,JBGG,Oppo
1733,8.707218,-0.0984,0.9696,0.2306,1.001,Standing,JBGG,Oppo
1734,8.711348,-0.0917,0.9662,0.2389,1.0,Standing,JBGG,Oppo
1735,8.716226,-0.0928,0.9699,0.2362,1.003,Standing,JBGG,Oppo
1736,8.721362,-0.0961,0.9692,0.2353,1.002,Standing,JBGG,Oppo
1737,8.726586,-0.0951,0.9672,0.2426,1.002,Standing,JBGG,Oppo
1738,8.73108,-0.0915,0.9708,0.238,1.004,Standing,JBGG,Oppo
1739,8.736104,-0.0954,0.9684,0.2338,1.001,Standing,JBGG,Oppo
1740,8.741467,-0.0954,0.9701,0.2318,1.002,Standing,JBGG,Oppo
1741,8.746674,-0.0971,0.9733,0.2282,1.004,Standing,JBGG,Oppo
1742,8.751367,-0.0961,0.9689,0.2224,0.999,Standing,JBGG,Oppo
1743,8.756731,-0.0973,0.9718,0.2274,1.003,Standing,JBGG,Oppo
1744,8.761595,-0.0959,0.9696,0.228,1.001,Standing,JBGG,Oppo
1745,8.76684,-0.0966,0.9713,0.224,1.001,Standing,JBGG,Oppo
1746,8.776783,-0.1,0.9706,0.2262,1.002,Standing,JBGG,Oppo
1747,8.777965,-0.0954,0.9696,0.2264,1.0,Standing,JBGG,Oppo
1748,8.781967,-0.0991,0.9718,0.2343,1.005,Standing,JBGG,Oppo
1749,8.786783,-0.0991,0.9706,0.2343,1.003,Standing,JBGG,Oppo
1750,8.791631,-0.0937,0.9687,0.2348,1.001,Standing,JBGG,Oppo
1751,8.796806,-0.0935,0.968,0.238,1.001,Standing,JBGG,Oppo
1752,8.801996,-0.0959,0.9687,0.2389,1.002,Standing,JBGG,Oppo
1753,8.807266,-0.0942,0.9713,0.2323,1.003,Standing,JBGG,Oppo
1754,8.811862,-0.0947,0.968,0.2329,1.0,Standing,JBGG,Oppo
1755,8.816886,-0.0937,0.9694,0.2333,1.001,Standing,JBGG,Oppo
1756,8.822273,-0.0947,0.9741,0.2377,1.007,Standing,JBGG,Oppo
1757,8.826881,-0.0895,0.9677,0.2387,1.001,Standing,JBGG,Oppo
1758,8.831925,-0.094,0.966,0.2274,0.997,Standing,JBGG,Oppo
1759,8.836978,-0.0963,0.9724,0.2259,1.003,Standing,JBGG,Oppo
1760,8.842336,-0.0984,0.9706,0.2233,1.001,Standing,JBGG,Oppo
1761,8.846872,-0.093,0.9706,0.2203,1.0,Standing,JBGG,Oppo
1762,8.852148,-0.0988,0.9689,0.2182,0.998,Standing,JBGG,Oppo
1763,8.859649,-0.0905,0.9687,0.2196,0.997,Standing,JBGG,Oppo
1764,8.862461,-0.0874,0.9699,0.2284,1.0,Standing,JBGG,Oppo
1765,8.867335,-0.0968,0.9667,0.2323,0.999,Standing,JBGG,Oppo
1766,8.872313,-0.0984,0.9726,0.2306,1.004,Standing,JBGG,Oppo
1767,8.877204,-0.0944,0.9682,0.2318,1.0,Standing,JBGG,Oppo
1768,8.882632,-0.0863,0.9706,0.2357,1.003,Standing,JBGG,Oppo
1769,8.887927,-0.0966,0.9701,0.2394,1.004,Standing,JBGG,Oppo
1770,8.892531,-0.0954,0.9729,0.2423,1.007,Standing,JBGG,Oppo
1771,8.897444,-0.0923,0.9672,0.2336,0.999,Standing,JBGG,Oppo
1772,8.902625,-0.0959,0.9689,0.2469,1.004,Standing,JBGG,Oppo
1773,8.907655,-0.0951,0.9713,0.238,1.005,Standing,JBGG,Oppo
1774,8.912654,-0.0963,0.9711,0.2345,1.004,Standing,JBGG,Oppo
1775,8.917751,-0.0984,0.9743,0.2252,1.005,Standing,JBGG,Oppo
1776,8.92282,-0.0986,0.9701,0.2255,1.001,Standing,JBGG,Oppo
1777,8.927645,-0.0998,0.9664,0.2245,0.997,Standing,JBGG,Oppo
1778,8.932576,-0.0981,0.9706,0.2233,1.001,Standing,JBGG,Oppo
1779,8.937788,-0.0993,0.9706,0.2274,1.002,Standing,JBGG,Oppo
1780,8.942742,-0.0951,0.9667,0.2248,0.997,Standing,JBGG,Oppo
1781,8.947813,-0.0991,0.9692,0.2259,1.0,Standing,JBGG,Oppo
1782,8.952838,-0.1028,0.9689,0.2274,1.001,Standing,JBGG,Oppo
1783,8.958602,-0.0949,0.9682,0.225,0.998,Standing,JBGG,Oppo
1784,8.963008,-0.0898,0.9677,0.2255,0.998,Standing,JBGG,Oppo
1785,8.967878,-0.0959,0.9682,0.2333,1.0,Standing,JBGG,Oppo
1786,8.972907,-0.0975,0.972,0.2313,1.004,Standing,JBGG,Oppo
1787,8.977986,-0.1008,0.9677,0.2367,1.001,Standing,JBGG,Oppo
1788,8.982966,-0.0928,0.9701,0.2348,1.002,Standing,JBGG,Oppo
1789,8.987982,-0.0935,0.9696,0.235,1.002,Standing,JBGG,Oppo
1790,8.993196,-0.0973,0.9706,0.2374,1.004,Standing,JBGG,Oppo
1791,8.99821,-0.0963,0.9657,0.2364,0.999,Standing,JBGG,Oppo
1792,9.003594,-0.0966,0.972,0.2336,1.004,Standing,JBGG,Oppo
1793,9.008078,-0.0917,0.9726,0.2336,1.004,Standing,JBGG,Oppo
1794,9.013263,-0.0961,0.968,0.2355,1.001,Standing,JBGG,Oppo
1795,9.018308,-0.0942,0.9684,0.2308,1.0,Standing,JBGG,Oppo
1796,9.023327,-0.0963,0.9711,0.2308,1.003,Standing,JBGG,Oppo
1797,9.028356,-0.0944,0.9704,0.2206,1.0,Standing,JBGG,Oppo
1798,9.033384,-0.0971,0.9701,0.2228,1.0,Standing,JBGG,Oppo
1799,9.038492,-0.094,0.9699,0.2252,1.0,Standing,JBGG,Oppo
1800,9.043654,-0.0956,0.9729,0.2316,1.005,Standing,JBGG,Oppo
1801,9.048514,-0.0984,0.966,0.2308,0.998,Standing,JBGG,Oppo
1802,9.053714,-0.0937,0.9706,0.2301,1.002,Standing,JBGG,Oppo
1803,9.058475,-0.0949,0.9731,0.2284,1.004,Standing,JBGG,Oppo
1804,9.063534,-0.0907,0.9713,0.2213,1.0,Standing,JBGG,Oppo
1805,9.07246,-0.0932,0.9741,0.2323,1.006,Standing,JBGG,Oppo
1806,9.074566,-0.0956,0.9694,0.2284,1.0,Standing,JBGG,Oppo
1807,9.078701,-0.0984,0.9672,0.2282,0.999,Standing,JBGG,Oppo
1808,9.083711,-0.0961,0.9672,0.2323,0.999,Standing,JBGG,Oppo
1809,9.08883,-0.0917,0.9736,0.2245,1.003,Standing,JBGG,Oppo
1810,9.093942,-0.0947,0.9696,0.2299,1.001,Standing,JBGG,Oppo
1811,9.098845,-0.0979,0.9718,0.2329,1.004,Standing,JBGG,Oppo
1812,9.103803,-0.0968,0.968,0.2369,1.001,Standing,JBGG,Oppo
1813,9.109092,-0.0968,0.9687,0.2355,1.002,Standing,JBGG,Oppo
1814,9.113999,-0.0944,0.9672,0.2367,1.0,Standing,JBGG,Oppo
1815,9.11909,-0.0951,0.9755,0.2353,1.008,Standing,JBGG,Oppo
1816,9.124174,-0.0984,0.9682,0.2367,1.002,Standing,JBGG,Oppo
1817,9.128891,-0.1008,0.9704,0.2325,1.003,Standing,JBGG,Oppo
1818,9.134667,-0.0961,0.9694,0.2313,1.001,Standing,JBGG,Oppo
1819,9.138973,-0.0923,0.9689,0.225,0.999,Standing,JBGG,Oppo
1820,9.144173,-0.0919,0.9684,0.2215,0.998,Standing,JBGG,Oppo
1821,9.149083,-0.0935,0.9675,0.2203,0.997,Standing,JBGG,Oppo
1822,9.154219,-0.0975,0.9711,0.2218,1.001,Standing,JBGG,Oppo
1823,9.159187,-0.0991,0.9696,0.2228,1.0,Standing,JBGG,Oppo
1824,9.16416,-0.0975,0.9729,0.2238,1.003,Standing,JBGG,Oppo
1825,9.172158,-0.0928,0.9648,0.2274,0.996,Standing,JBGG,Oppo
1826,9.174734,-0.0951,0.9643,0.228,0.995,Standing,JBGG,Oppo
1827,9.179294,-0.0937,0.9699,0.2282,1.001,Standing,JBGG,Oppo
1828,9.184412,-0.0984,0.9713,0.2385,1.005,Standing,JBGG,Oppo
1829,9.189305,-0.0998,0.9699,0.2353,1.003,Standing,JBGG,Oppo
1830,9.194383,-0.0968,0.9662,0.2392,1.0,Standing,JBGG,Oppo
1831,9.199372,-0.0881,0.9692,0.2387,1.002,Standing,JBGG,Oppo
1832,9.20452,-0.0963,0.9699,0.238,1.003,Standing,JBGG,Oppo
1833,9.209721,-0.0963,0.9713,0.2367,1.004,Standing,JBGG,Oppo
1834,9.21459,-0.0937,0.9662,0.2367,0.999,Standing,JBGG,Oppo
1835,9.219912,-0.0919,0.9745,0.2331,1.006,Standing,JBGG,Oppo
1836,9.224693,-0.0917,0.9701,0.2348,1.002,Standing,JBGG,Oppo
1837,9.22982,-0.0961,0.9652,0.2367,0.998,Standing,JBGG,Oppo
1838,9.234832,-0.0947,0.9733,0.2345,1.006,Standing,JBGG,Oppo
1839,9.239988,-0.0986,0.9677,0.2248,0.998,Standing,JBGG,Oppo
1840,9.244881,-0.0886,0.9724,0.2311,1.003,Standing,JBGG,Oppo
1841,9.253467,-0.0917,0.9657,0.2306,0.997,Standing,JBGG,Oppo
1842,9.2548,-0.0919,0.9696,0.2367,1.002,Standing,JBGG,Oppo
1843,9.259986,-0.0979,0.9708,0.2284,1.002,Standing,JBGG,Oppo
1844,9.264834,-0.0919,0.9699,0.2257,1.0,Standing,JBGG,Oppo
1845,9.270407,-0.0966,0.9684,0.2259,0.999,Standing,JBGG,Oppo
1846,9.274939,-0.0959,0.9726,0.2282,1.004,Standing,JBGG,Oppo
1847,9.28007,-0.0986,0.9711,0.2252,1.002,Standing,JBGG,Oppo
1848,9.285069,-0.0947,0.9713,0.2267,1.002,Standing,JBGG,Oppo
1849,9.290219,-0.093,0.9713,0.2345,1.004,Standing,JBGG,Oppo
1850,9.295083,-0.0956,0.9716,0.2308,1.003,Standing,JBGG,Oppo
1851,9.300174,-0.0963,0.9696,0.2308,1.001,Standing,JBGG,Oppo
1852,9.305134,-0.0949,0.9718,0.2299,1.003,Standing,JBGG,Oppo
1853,9.310398,-0.0935,0.9706,0.2308,1.002,Standing,JBGG,Oppo
1854,9.315883,-0.0944,0.9689,0.2271,1.0,Standing,JBGG,Oppo
1855,9.320296,-0.0979,0.9718,0.2264,1.003,Standing,JBGG,Oppo
1856,9.325443,-0.0949,0.9689,0.224,0.999,Standing,JBGG,Oppo
1857,9.330328,-0.0924,0.9682,0.225,0.998,Standing,JBGG,Oppo
1858,9.33529,-0.0998,0.9706,0.2231,1.001,Standing,JBGG,Oppo
1859,9.340421,-0.0993,0.9726,0.2267,1.004,Standing,JBGG,Oppo
1860,9.345392,-0.0979,0.9696,0.2264,1.0,Standing,JBGG,Oppo
1861,9.353365,-0.0966,0.9664,0.2245,0.997,Standing,JBGG,Oppo
1862,9.355478,-0.101,0.972,0.2296,1.004,Standing,JBGG,Oppo
1863,9.360604,-0.0975,0.9704,0.2323,1.003,Standing,JBGG,Oppo
1864,9.365562,-0.0981,0.9748,0.2306,1.006,Standing,JBGG,Oppo
1865,9.370905,-0.0932,0.9692,0.2308,1.001,Standing,JBGG,Oppo
1866,9.375526,-0.0949,0.9696,0.2311,1.001,Standing,JBGG,Oppo
1867,9.381533,-0.0935,0.9687,0.2336,1.001,Standing,JBGG,Oppo
1868,9.385662,-0.0928,0.968,0.2401,1.002,Standing,JBGG,Oppo
1869,9.390748,-0.0979,0.9704,0.2364,1.004,Standing,JBGG,Oppo
1870,9.395886,-0.0928,0.9701,0.2338,1.002,Standing,JBGG,Oppo
1871,9.400744,-0.0981,0.9755,0.2343,1.008,Standing,JBGG,Oppo
1872,9.405946,-0.094,0.9645,0.2274,0.995,Standing,JBGG,Oppo
1873,9.410757,-0.094,0.9664,0.2264,0.997,Standing,JBGG,Oppo
1874,9.415863,-0.0915,0.9736,0.2299,1.005,Standing,JBGG,Oppo
1875,9.421017,-0.0919,0.9657,0.2264,0.996,Standing,JBGG,Oppo
1876,9.425977,-0.091,0.9748,0.225,1.005,Standing,JBGG,Oppo
1877,9.431001,-0.0984,0.9718,0.2264,1.003,Standing,JBGG,Oppo
1878,9.436484,-0.0919,0.9692,0.2187,0.998,Standing,JBGG,Oppo
1879,9.440932,-0.0928,0.972,0.224,1.002,Standing,JBGG,Oppo
1880,9.446542,-0.0937,0.9645,0.2199,0.994,Standing,JBGG,Oppo
1881,9.45236,-0.0975,0.9706,0.2196,1.0,Standing,JBGG,Oppo
1882,9.456266,-0.0966,0.9655,0.2215,0.995,Standing,JBGG,Oppo
1883,9.461085,-0.0932,0.9667,0.2218,0.996,Standing,JBGG,Oppo
1884,9.46614,-0.0949,0.9684,0.2215,0.998,Standing,JBGG,Oppo
1885,9.471272,-0.0966,0.9675,0.2199,0.997,Standing,JBGG,Oppo
1886,9.476256,-0.0996,0.9704,0.2336,1.003,Standing,JBGG,Oppo
1887,9.481371,-0.0991,0.9716,0.2316,1.004,Standing,JBGG,Oppo
1888,9.486433,-0.0956,0.9729,0.238,1.006,Standing,JBGG,Oppo
1889,9.491291,-0.0951,0.9662,0.2389,1.0,Standing,JBGG,Oppo
1890,9.496869,-0.0923,0.9699,0.2431,1.004,Standing,JBGG,Oppo
1891,9.501271,-0.0907,0.9684,0.2446,1.003,Standing,JBGG,Oppo
1892,9.506586,-0.0954,0.9733,0.2431,1.008,Standing,JBGG,Oppo
1893,9.511585,-0.0935,0.9708,0.2434,1.005,Standing,JBGG,Oppo
1894,9.516603,-0.0932,0.9667,0.2436,1.001,Standing,JBGG,Oppo
1895,9.521573,-0.0947,0.9682,0.2372,1.001,Standing,JBGG,Oppo
1896,9.526796,-0.094,0.9713,0.2343,1.004,Standing,JBGG,Oppo
1897,9.53159,-0.0966,0.9689,0.2331,1.001,Standing,JBGG,Oppo
1898,9.536522,-0.0947,0.9718,0.2182,1.001,Standing,JBGG,Oppo
1899,9.542089,-0.0954,0.9675,0.2245,0.998,Standing,JBGG,Oppo
1900,9.546832,-0.0963,0.9699,0.2155,0.998,Standing,JBGG,Oppo
1901,9.551679,-0.0912,0.9696,0.2155,0.997,Standing,JBGG,Oppo
1902,9.557014,-0.0928,0.9718,0.2243,1.002,Standing,JBGG,Oppo
1903,9.566638,-0.093,0.9704,0.222,1.0,Standing,JBGG,Oppo
1904,9.567728,-0.0937,0.9718,0.2236,1.002,Standing,JBGG,Oppo
1905,9.571684,-0.0947,0.9731,0.2264,1.004,Standing,JBGG,Oppo
1906,9.576912,-0.0944,0.9687,0.2313,1.0,Standing,JBGG,Oppo
1907,9.582005,-0.0942,0.9706,0.2313,1.002,Standing,JBGG,Oppo
1908,9.586948,-0.0944,0.9718,0.2345,1.004,Standing,JBGG,Oppo
1909,9.591953,-0.0961,0.9687,0.2374,1.002,Standing,JBGG,Oppo
1910,9.596959,-0.0966,0.9672,0.2348,1.0,Standing,JBGG,Oppo
1911,9.602226,-0.0961,0.9718,0.2306,1.003,Standing,JBGG,Oppo
1912,9.607486,-0.0961,0.9711,0.238,1.004,Standing,JBGG,Oppo
1913,9.612091,-0.0893,0.9682,0.2282,0.999,Standing,JBGG,Oppo
1914,9.617257,-0.0912,0.9704,0.2294,1.001,Standing,JBGG,Oppo
1915,9.622765,-0.0947,0.9689,0.2313,1.001,Standing,JBGG,Oppo
1916,9.627503,-0.0956,0.9645,0.2323,0.997,Standing,JBGG,Oppo
1917,9.632353,-0.0924,0.9745,0.2325,1.006,Standing,JBGG,Oppo
1918,9.637522,-0.093,0.9682,0.2294,0.999,Standing,JBGG,Oppo
1919,9.642269,-0.0971,0.9733,0.2308,1.005,Standing,JBGG,Oppo
1920,9.647462,-0.094,0.9724,0.2264,1.003,Standing,JBGG,Oppo
1921,9.652428,-0.0915,0.968,0.2274,0.999,Standing,JBGG,Oppo
1922,9.657465,-0.0942,0.9713,0.2201,1.0,Standing,JBGG,Oppo
1923,9.662574,-0.0924,0.972,0.2299,1.003,Standing,JBGG,Oppo
1924,9.667795,-0.0973,0.9713,0.2267,1.002,Standing,JBGG,Oppo
1925,9.672523,-0.0935,0.9718,0.2243,1.002,Standing,JBGG,Oppo
1926,9.682138,-0.0928,0.9682,0.2271,0.999,Standing,JBGG,Oppo
1927,9.683416,-0.0963,0.9736,0.2323,1.006,Standing,JBGG,Oppo
1928,9.68784,-0.0935,0.9664,0.2304,0.998,Standing,JBGG,Oppo
1929,9.69268,-0.0905,0.9689,0.2343,1.001,Standing,JBGG,Oppo
1930,9.697905,-0.0959,0.9745,0.2382,1.008,Standing,JBGG,Oppo
1931,9.702769,-0.0991,0.9736,0.2423,1.008,Standing,JBGG,Oppo
1932,9.707768,-0.0971,0.9733,0.2421,1.008,Standing,JBGG,Oppo
1933,9.712747,-0.0944,0.9711,0.2418,1.005,Standing,JBGG,Oppo
1934,9.717905,-0.0886,0.9687,0.2338,1.0,Standing,JBGG,Oppo
1935,9.722945,-0.1003,0.9708,0.2345,1.004,Standing,JBGG,Oppo
1936,9.728005,-0.0998,0.9713,0.2336,1.004,Standing,JBGG,Oppo
1937,9.733155,-0.094,0.972,0.2274,1.003,Standing,JBGG,Oppo
1938,9.737961,-0.0998,0.9724,0.2238,1.003,Standing,JBGG,Oppo
1939,9.743663,-0.0956,0.9731,0.2213,1.002,Standing,JBGG,Oppo
1940,9.74803,-0.0935,0.9684,0.2208,0.998,Standing,JBGG,Oppo
1941,9.752987,-0.0937,0.9655,0.2196,0.995,Standing,JBGG,Oppo
1942,9.75807,-0.0928,0.9711,0.2245,1.001,Standing,JBGG,Oppo
1943,9.763216,-0.0963,0.9711,0.2284,1.002,Standing,JBGG,Oppo
1944,9.767992,-0.0966,0.9692,0.2299,1.001,Standing,JBGG,Oppo
1945,9.77319,-0.0966,0.9701,0.2329,1.002,Standing,JBGG,Oppo
1946,9.781117,-0.0905,0.9682,0.2233,0.998,Standing,JBGG,Oppo
1947,9.78357,-0.0968,0.9704,0.2271,1.001,Standing,JBGG,Oppo
1948,9.788374,-0.0947,0.9718,0.2248,1.002,Standing,JBGG,Oppo
1949,9.793384,-0.0942,0.9675,0.2311,0.999,Standing,JBGG,Oppo
1950,9.79848,-0.0973,0.9694,0.2306,1.001,Standing,JBGG,Oppo
1951,9.803426,-0.0924,0.9741,0.2329,1.006,Standing,JBGG,Oppo
1952,9.809396,-0.0981,0.9684,0.2329,1.001,Standing,JBGG,Oppo
1953,9.813868,-0.0944,0.9696,0.2331,1.002,Standing,JBGG,Oppo
1954,9.818547,-0.0942,0.9708,0.2316,1.003,Standing,JBGG,Oppo
1955,9.823627,-0.0968,0.9713,0.2301,1.003,Standing,JBGG,Oppo
1956,9.828566,-0.0956,0.9684,0.2329,1.001,Standing,JBGG,Oppo
1957,9.833818,-0.0932,0.9652,0.2292,0.996,Standing,JBGG,Oppo
1958,9.838573,-0.0954,0.9741,0.2299,1.005,Standing,JBGG,Oppo
1959,9.843802,-0.0956,0.9696,0.2304,1.001,Standing,JBGG,Oppo
1960,9.849083,-0.0907,0.9694,0.2318,1.001,Standing,JBGG,Oppo
1961,9.853649,-0.094,0.9718,0.2357,1.004,Standing,JBGG,Oppo
1962,9.863561,-0.0942,0.9726,0.2311,1.004,Standing,JBGG,Oppo
1963,9.864912,-0.0966,0.972,0.2333,1.004,Standing,JBGG,Oppo
1964,9.868884,-0.0935,0.9696,0.2289,1.001,Standing,JBGG,Oppo
1965,9.874099,-0.0993,0.9716,0.235,1.005,Standing,JBGG,Oppo
1966,9.87905,-0.0928,0.9699,0.232,1.002,Standing,JBGG,Oppo
1967,9.883983,-0.0947,0.9706,0.2274,1.001,Standing,JBGG,Oppo
1968,9.888931,-0.0923,0.9675,0.2311,0.999,Standing,JBGG,Oppo
1969,9.894043,-0.093,0.9708,0.2341,1.003,Standing,JBGG,Oppo
1970,9.899142,-0.1012,0.972,0.2382,1.006,Standing,JBGG,Oppo
1971,9.904055,-0.0966,0.9716,0.2345,1.004,Standing,JBGG,Oppo
1972,9.908992,-0.0942,0.9694,0.2418,1.004,Standing,JBGG,Oppo
1973,9.914357,-0.0915,0.9704,0.2413,1.004,Standing,JBGG,Oppo
1974,9.919168,-0.0981,0.9687,0.2443,1.004,Standing,JBGG,Oppo
1975,9.924569,-0.0947,0.9704,0.238,1.004,Standing,JBGG,Oppo
1976,9.929231,-0.0932,0.9701,0.2404,1.004,Standing,JBGG,Oppo
1977,9.93452,-0.0935,0.9694,0.2394,1.003,Standing,JBGG,Oppo
1978,9.939596,-0.094,0.9726,0.2389,1.006,Standing,JBGG,Oppo
1979,9.944489,-0.0942,0.9694,0.2325,1.001,Standing,JBGG,Oppo
1980,9.949274,-0.0954,0.968,0.2269,0.999,Standing,JBGG,Oppo
1981,9.954557,-0.0919,0.9708,0.2203,1.0,Standing,JBGG,Oppo
1982,9.961942,-0.0932,0.9699,0.2169,0.998,Standing,JBGG,Oppo
1983,9.965389,-0.0956,0.9708,0.2206,1.0,Standing,JBGG,Oppo
1984,9.969644,-0.094,0.9699,0.2152,0.998,Standing,JBGG,Oppo
1985,9.974757,-0.0919,0.9687,0.2231,0.998,Standing,JBGG,Oppo
1986,9.979704,-0.0932,0.9696,0.2238,0.999,Standing,JBGG,Oppo
1987,9.984568,-0.0944,0.9692,0.2255,1.0,Standing,JBGG,Oppo
1988,9.99053,-0.091,0.9655,0.2226,0.995,Standing,JBGG,Oppo
1989,9.994828,-0.0924,0.9711,0.2259,1.001,Standing,JBGG,Oppo
1990,9.999836,-0.0981,0.9696,0.225,1.0,Standing,JBGG,Oppo
1991,10.005055,-0.0951,0.9669,0.2316,0.999,Standing,JBGG,Oppo
1992,10.009782,-0.0984,0.9701,0.2276,1.001,Standing,JBGG,Oppo
1993,10.014898,-0.0951,0.9704,0.2331,1.003,Standing,JBGG,Oppo
1994,10.019761,-0.0979,0.9736,0.232,1.006,Standing,JBGG,Oppo
1995,10.024997,-0.1003,0.9718,0.2434,1.007,Standing,JBGG,Oppo
1996,10.030069,-0.0961,0.9696,0.2341,1.002,Standing,JBGG,Oppo
1997,10.034851,-0.0907,0.9689,0.2406,1.002,Standing,JBGG,Oppo
1998,10.040086,-0.0932,0.9713,0.2404,1.005,Standing,JBGG,Oppo
1999,10.045242,-0.0942,0.9713,0.2377,1.004,Standing,JBGG,Oppo
2000,10.050047,-0.0944,0.9682,0.236,1.001,Standing,JBGG,Oppo
